overall interesting clarity materials tasks user_id lesson_name stream_name module_name course share45 var
4.0 3.0 5.0 4.0 3.0 16623151 "Расстановка приоритетов" "Профессия инженер по тестированию 33.0 Профессия QA" Soft-трек "Профессия QA" 0.5 0.9166666666666666
3.0 4.0 4.0 3.0 4.0 16453967 "Урок 9.  Дашборд в Excel" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.25
4.0 4.0 4.0 4.0 4.0 16619307 "3. Позитивные и негативные фокусы" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.0
5.0 5.0 5.0 4.0 4.0 16424293 "Методы объектов. Трудоустройство в Skypro." "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.3333333333333333
2.0  2.0 2.0 2.0 16634445 "Условный оператор. Урок 2" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.0 0.0
4.0 4.0 4.0 4.0 4.0 17012530 "Условный оператор. Урок 2" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16119036 "Урок 2. Теория вероятности в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 1.0 0.0
3.0 4.0 3.0 3.0 4.0 15770117 "Рабочий проект в Postman" "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 0.5 0.3333333333333333
4.0 4.0 3.0 2.0 3.0 16476077 "1. Настройка ритма жизни" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.25 0.6666666666666666
4.0 4.0 5.0 4.0 4.0 15666597 "Урок 2. Статистика" "Профессия Аналитик данных 22.0" Python "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 5.0 4.0 5.0 10127085 "Урок 3. Работа в циклах со списками и словарями" "Профессия Аналитик данных 22.0" Python "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16352228 "Стратегии роста и развитие критического мышления" "Профессия инженер по тестированию 31.0 Профессия QA" Soft-skills "Профессия QA" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 16547752 Строки "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16620422 "Условный оператор. Урок 2" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 3.0 4.0 4.0 4.0 16476077 "1. Настройка ритма жизни" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 16447998 "Условный оператор" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 3.0  3.0 16223572 "3.2 Списки и циклы" "Профессия Python-разработчик 15.0" "1. Введение в программирование" "Профессия Python разработчик" 0.25 0.33333333333333337
4.0 4.0 3.0 3.0 3.0 16164863 "Методы объектов. Трудоустройство в Skypro." "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.25 0.25
3.0 4.0  4.0  16408041 "Собеседование №1" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.5 0.0
4.0 4.0 5.0 4.0  15946433 "Урок 10. Искусство учиться" "Профессия Аналитик данных 23.0" Soft-track "Профессия Аналитик данных" 0.75 0.33333333333333337
2.0 1.0 1.0 1.0 1.0 16141048 "11. Делегирование дел и забота о себе" "Профессия Python-разработчик 13.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.0 0.0
5.0 5.0 5.0 5.0 5.0 15674853 "Вводный урок" "Профессия Java-разработчик 8.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 5.0 5.0 5.0 16805413 "У меня получилось: видео-истории выпускников" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 14016819 "Создание API. Swagger-UI, Postman" "Профессия Java-разработчик 8.0" "Работа с кодом" "Профессия Java разработчик" 1.0 0.25
3.0 3.0 4.0 2.0  16267547 "Урок 3. Генерация новых признаков и очистка данных в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 0.25 1.0
5.0 5.0 5.0 5.0 5.0 15676856 "Урок 11. Soft skill в SQL" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 1.0 0.0
3.0 3.0 3.0 3.0 3.0 15102388 "18.1 Архитектура" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.0 0.0
4.0 4.0 5.0 4.0 4.0 16476077 "1. Настройка ритма жизни" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.25
3.0 3.0 2.0 3.0 2.0 15742334 "Postman. Заглушки" "Профессия инженер по тестированию 28.0 Профессия QA" "Тестирование API" "Профессия QA" 0.0 0.3333333333333333
3.0 3.0 4.0 3.0 4.0 16623151 "Настройка ритма жизни" "Профессия инженер по тестированию 33.0 Профессия QA" Soft-трек "Профессия QA" 0.5 0.3333333333333333
4.0 4.0 3.0 4.0 4.0 115116 Строки "Профессия Java-разработчик 12.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 17115147 "У меня получилось: видео-истории выпускников" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.0
4.0 4.0 4.0 3.0 4.0 16591569 "Условный оператор" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 16841060 Методы "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.0
5.0 5.0 4.0 5.0 4.0 14771665 "Урок 10. Запросы к удаленным базам данных" "Профессия Аналитик данных 17.0" Python "Профессия Аналитик данных" 1.0 0.3333333333333333
4.0 4.0 3.0 3.0 4.0 17303586 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.5 0.3333333333333333
4.0 5.0 4.0 3.0 3.0 16792146 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.5 0.9166666666666666
3.0 4.0 2.0 4.0 4.0 17422662 "Переменные. Часть 2" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 0.75 1.0
5.0 5.0 5.0 5.0 5.0 15974397 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.0
4.0 5.0 4.0 3.0 3.0 3144157 "Урок 10. Сборка калькулятора юнит-экономики" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 0.5 0.9166666666666666
5.0 5.0 5.0 4.0  15946433 "Урок 11. Soft skill в SQL" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 0.75 0.33333333333333337
4.0 4.0 4.0 4.0 4.0 17002512 "Тест-кейсы и системы управления тест-кейсами" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
5.0 4.0 5.0 2.0 3.0 16506481 Методы "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.5 1.6666666666666667
4.0 4.0 5.0 4.0  1945200 "33.1 Работа с БД + Django-admin" "Профессия Python-разработчик 6.0" "7. Типовые задачи разработчика" "Профессия Python разработчик" 0.75 0.33333333333333337
4.0 4.0 5.0 4.0 4.0 16388200 "Собеседование 2 Excel" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 5.0 5.0 4.0 16395146 "Урок 12. Бизнес-1. Бизнес-гипотезы" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 1.0 0.25
3.0 2.0 5.0 4.0 4.0 16388200 "Урок 4. Целеполагание и приоритеты" "Профессия Аналитик данных 26.0" Soft-track "Профессия Аналитик данных" 0.75 1.5833333333333333
4.0 4.0 4.0 4.0 4.0 16680655 "Групповой проект. Часть 1" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 15187324 "Групповой проект №3 Ч1" "Профессия Аналитик данных 20.0" Python "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 5.0 4.0 5.0 16115123 "Введение в тестирование API" "Профессия инженер по тестированию 29.0 Профессия QA" "Тестирование API" "Профессия QA" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 16619307 "2. Стиль обучения и график обучения" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.0
5.0 5.0 5.0 3.0 5.0 16352992 "Нефункциональные виды тестирования" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 1.0
5.0 5.0 5.0 4.0 4.0 16628939 "Групповой проект. Часть 1" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
3.0 2.0 5.0 4.0  16963740 "3. Позитивные и негативные фокусы" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.5 2.3333333333333335
5.0 5.0 5.0 5.0 5.0 16613861 "Строчные и блочные элементы" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 1.0 0.0
4.0 4.0 3.0 4.0 3.0 216369 "PowerBI 3. Получение и предобработка данных" "Профессия Аналитик данных 5.0" "Визуализация в PowerBI" "Профессия Аналитик данных 2.0" 0.5 0.3333333333333333
4.0 4.0 4.0 4.0 3.0 2114123 "Введение в тест-дизайн. Классы эквивалентности и граничные значения" "Профессия инженер по тестированию 32.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 5924301 "Условный оператор. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16523122 "Новый ритм жизни – работа с календарем" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16523122 "Работа с компьютером: базовые инструменты для учебы" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 16489932 "Методы объектов. Трудоустройство в Skypro." "Профессия Java-разработчик 12.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
5.0 5.0 5.0 4.0 4.0 15218476 "Урок 11. Статистика" "Профессия Аналитик данных 20.0" Python "Профессия Аналитик данных" 1.0 0.3333333333333333
4.0 4.0 4.0 4.0 4.0 14174381 "28.2 Работа с ORM в Django" "Профессия Python-разработчик 7.0" "6. Разработка API на Django" "Профессия Python разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16380576 "Работа с исключениями" "Профессия Digital Sprint Java-разработчик 2.0" "Java Core" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 3.0 4.0 3.0 14174381 "28.1 Работа с ORM в Django" "Профессия Python-разработчик 7.0" "6. Разработка API на Django" "Профессия Python разработчик" 0.5 0.3333333333333333
2.0  1.0 2.0 2.0 16605831 "Введение в тест-дизайн. Классы эквивалентности и граничные значения" "Профессия инженер по тестированию 32.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.0 0.3333333333333333
5.0 5.0 5.0 4.0  10352881 "Урок 2. Теория вероятности в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 0.75 0.33333333333333337
5.0 4.0 3.0 4.0 4.0 17005006 "Основы CSS" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 0.75 0.25
4.0 4.0 3.0 3.0 3.0 15722227 "Нагрузочное тестирование" "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 0.25 0.25
4.0 4.0 5.0 4.0 4.0 14943127 "Урок 14. Бизнес" "Профессия Аналитик данных 19.0" Python "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 4.0 4.0 4.0 12611445 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.25
4.0 4.0 3.0 5.0 5.0 16553610 "Условный оператор. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.75 0.9166666666666666
4.0 4.0 5.0 4.0 4.0 16626353 "Новый ритм жизни – работа с календарем" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 17237017 "Урок 2. Обработка данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 4.0 5.0  4.0 13532935 "4 урок. Основы Pandas" "Профессия Аналитик данных 10.0" "Python для статистики" "Профессия Аналитик данных 2.0" 0.75 0.33333333333333337
5.0 5.0 3.0 5.0 4.0 17409046 "Переменные. Часть 2" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 0.75 0.9166666666666666
4.0 4.0 5.0 3.0  16242563 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Android-разработчик" 0.5 1.0
5.0 5.0 4.0 3.0 4.0 16551762 "Урок 3. Агрегация данных" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.6666666666666666
4.0 4.0 3.0 4.0 2.0 16636450 "Основы HTML" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 0.5 0.9166666666666666
4.0 4.0 3.0 3.0 2.0 16626867 "Урок 3. Агрегация данных" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.25 0.6666666666666666
5.0 5.0 5.0 4.0 5.0 16125945 "Введение в тестирование API" "Профессия инженер по тестированию 29.0 Профессия QA" "Тестирование API" "Профессия QA" 1.0 0.25
5.0 5.0 5.0 5.0 4.0 16640866 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
3.0 3.0 3.0 3.0 3.0 16347685 "Объектно-ориентированное программирование (ООП)-Инкапсуляция" "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 0.0 0.0
4.0 4.0 5.0 4.0 4.0 15118544 "20.2 Автоматичеcкое тестирование приложений на Flask" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 17131886 "1. Настройка ритма жизни" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 16617383 "Урок 4. Основы Юнит-экономики в Excel" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 16400228 "Финальная проверка сайта" "Профессия Веб-разработчик 8.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 1.0 0.0
1.0 1.0 1.0 1.0 1.0 16400664 "Методы объектов. Трудоустройство в Skypro." "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.0 0.0
3.0 4.0 3.0 4.0 4.0 16617383 "Урок 3. Агрегация данных" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.25
3.0 4.0 4.0 4.0 4.0 17422763 "Условный оператор. Часть 1" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 1.0 0.0
4.0 4.0 4.0 4.0 2.0 16495265 "Урок 8.  Переход из Excel в Google Sheets" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 1.0
4.0 4.0 3.0 3.0 3.0 16645423 Методы "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.25 0.25
3.0 4.0 4.0 5.0 5.0 9693189 "Переменные. Часть 1" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 1.0 0.3333333333333333
5.0 5.0 5.0 5.0 5.0 16951869 "Условный оператор. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 5334330 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Маркетинг на международных рынках" 1.0 0.0
5.0 4.0 5.0 4.0 4.0 16415441 "Объекты и классы" "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 11773148 "Переменные. Часть 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 5.0 4.0 4.0 3144157 "Урок 8. Настройка фильтров и визуализация Excel" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 1.0 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 9881703 "Урок 6. Визуализация данных и продвинутые инструменты дизайна" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16551499 "Новый ритм жизни – работа с календарем" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16281780 "Объектно-ориентированное программирование (ООП) - Введение, Object" "Профессия Java-разработчик 11.0" "Java Core" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 5.0 4.0 3.0 16601634 "Урок 3. Агрегация данных" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.6666666666666666
5.0 5.0 5.0 5.0 4.0 16527095 "Урок 5. Работа с нестандартными данными" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
3.0 3.0 3.0 3.0 4.0 16026753 "Урок 14. Статистика 2. Дискретные распределения" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 0.25 0.25
4.0 4.0 3.0 4.0 4.0 17184639 "Переменные. Часть 1" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 0.75 0.25
4.0 4.0 3.0 4.0 4.0 16547752 "Массивы. Часть 2" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.75 0.25
4.0 4.0 4.0 3.0 4.0 17322013 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 0.75 0.25
4.0 5.0 3.0 5.0 5.0 16551499 "Работа с компьютером: базовые инструменты для учебы" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 0.75 1.0
4.0 3.0 4.0 2.0 4.0 15102257 "15.1 SQL возвращается" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.5 0.9166666666666666
3.0 4.0 3.0 5.0 5.0 16551499 "Добро пожаловать" "Профессия инженер по тестированию 34.0 Профессия QA" "Погружение в обучение" "Профессия QA" 0.75 0.9166666666666666
3.0 3.0  3.0 3.0 15831193 "Работа с исключениями" "Профессия Java-разработчик 10.0" "2.1 Java Core" "Профессия Java разработчик" 0.0 0.0
4.0 4.0 4.0   16144942 "Введение в тестирование API" "Профессия инженер по тестированию 29.0 Профессия QA" "Тестирование API" "Профессия QA" 0.5 0.0
5.0 5.0 5.0 5.0 5.0 16762704 "Переменные. Часть 2" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 5155888 "Уровни тестирования" "Профессия инженер по тестированию 32.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 11183949 "Урок 1. Основы Python, переменные и типы данных" "Профессия Аналитик данных 22.0" Python "Профессия Аналитик данных" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 15524267 "Урок 1. Основы Python, переменные и типы данных" "Профессия Аналитик данных 21.0" Python "Профессия Аналитик данных" 1.0 0.25
4.0 5.0 5.0 5.0 4.0 10088154 "Урок 6. Визуализация данных и продвинутые инструменты дизайна" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16384400 "Объектно-ориентированное программирование (ООП)-  Наследование, static" "Профессия Java-разработчик 11.0" "Java Core" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16434874 "6. Развитие навыков для обучения" "Профессия Digital Java-разработчик 2.0" "Soft track (надпрофессиональные навыки)" "Профессия Java разработчик" 1.0 0.25
5.0 4.0 5.0 3.0 5.0 4177975 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.9166666666666666
4.0 4.0 5.0 5.0 4.0 16426590 "Нефункциональные виды тестирования" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.3333333333333333
5.0 5.0 5.0 5.0 5.0 16119036 "Урок 1. Базовые запросы в SQL" "Профессия Аналитик данных 25.0" SQL "Профессия Аналитик данных" 1.0 0.0
3.0 3.0 2.0 4.0 4.0 15720008 "Рабочий проект в Postman" "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 0.5 0.9166666666666666
4.0 4.0 3.0   17531050 "Урок без имени" "Поток без имени" "Модуль без имени" "[demo] Профессия Python-разработчик" 0.25 0.5
5.0 5.0 5.0 4.0 5.0 3219438 "Логгирование и конфигурирование в приложении" "Профессия Java-разработчик 7.0" "Работа с кодом. Продвинутый уровень" "Профессия Java разработчик" 1.0 0.25
5.0 4.0 5.0 5.0 4.0 5249000 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.3333333333333333
5.0 5.0 4.0 3.0 3.0 11008054 "Нефункциональные виды тестирования" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.5 0.9166666666666666
4.0 4.0 4.0 5.0 4.0 15013466 "1.1 Введение в профессию и основы алгоритмизации" "Профессия Python-разработчик 16.0" "1. Введение в программирование" "Профессия Python разработчик" 1.0 0.25
4.0 4.0 4.0 2.0 3.0 15049092 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 0.5 0.9166666666666666
4.0 4.0 5.0 4.0 4.0 16434874 "Методы объектов. Трудоустройство в Skypro." "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
4.0 5.0 4.0 5.0 3.0 16480155 "Урок 9.  Дашборд в Excel" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.9166666666666666
5.0 5.0 5.0 4.0 4.0 16362717 "Объектно-ориентированное программирование (ООП)-Наследование, static" "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 1.0 0.3333333333333333
5.0 5.0 5.0 4.0 4.0 16163651 "Browser Object Model" "Профессия Веб-разработчик 7.0" "3. JavaScript в браузере" "Профессия Веб-разработчик" 1.0 0.3333333333333333
4.0 4.0 3.0 4.0 4.0 16346490 "Объектно-ориентированное программирование (ООП)-Инкапсуляция" "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 0.75 0.25
5.0 5.0 5.0 4.0 4.0 16912352 "Урок 2. Обработка данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
4.0 4.0 4.0 3.0 4.0 4768362 "Урок 9.  Дашборд в Excel" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.25
5.0 5.0 5.0 4.0 4.0 16794215 "Урок 2. Обработка данных" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
4.0 4.0 4.0 3.0 4.0 5000683 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Android-разработчик" 0.75 0.25
3.0 4.0 3.0 4.0 4.0 17422763 "Переменные. Часть 2" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 16571068 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
4.0 3.0 4.0 4.0 3.0 15088982 "20.2 Автоматичеcкое тестирование приложений на Flask" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.5 0.3333333333333333
5.0 4.0 5.0 3.0 4.0 16664073 "Урок 5. Работа с нестандартными данными" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.6666666666666666
5.0 5.0 5.0 4.0 4.0 17239271 "Строчные и блочные элементы" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 1.0 0.3333333333333333
4.0 4.0 4.0 5.0 5.0 12825408 "Введение в тестирование API" "Профессия инженер по тестированию 29.0 Профессия QA" "Тестирование API" "Профессия QA" 1.0 0.3333333333333333
5.0 4.0 5.0 4.0 4.0 15755647 "Урок 15. Основы оптимизации в SQL" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 1.0 0.25
4.0 4.0 5.0 3.0 4.0 15676856 "Урок 9. Статистика в SQL" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 0.75 0.6666666666666666
3.0 3.0 4.0 4.0 4.0 15207480 "Работа с мобильными фермами и снифферинг траффика" "Профессия инженер по тестированию 25.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 0.75 0.25
4.0 4.0 5.0 4.0 4.0 12822550 "1.2 Введение в профессию и основы алгоритмизации" "Профессия Python-разработчик 16.0" "1. Введение в программирование" "Профессия Python разработчик" 1.0 0.25
5.0 5.0 5.0  4.0 16543516 "Урок 9.  Дашборд в Excel" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.33333333333333337
5.0 5.0 5.0 5.0 5.0 16646484 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.0
3.0 2.0 1.0 2.0 2.0 12240007 "Работа с мобильными фермами и снифферинг траффика" "Профессия инженер по тестированию 25.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 0.0 0.25
