overall interesting clarity materials tasks user_id lesson_name stream_name module_name course share45 var
4.0 4.0 5.0  4.0 16497543 "5.2 Библиотеки и функции" "Профессия Python-разработчик 15.0" "1. Введение в программирование" "Профессия Python разработчик" 0.75 0.33333333333333337
4.0 4.0 5.0   17330972 "Урок без имени" "Поток без имени" "Модуль без имени" "Какой язык программирования изучать?" 0.5 0.5
4.0 4.0 4.0 2.0 4.0 1732426 "Урок без имени" "Поток без имени" "Модуль без имени" "Какой язык программирования изучать?" 0.75 1.0
4.0 3.0 4.0 3.0 4.0 16466742 "3. Позитивные и негативные фокусы" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.5 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 15153544 "14.2 Знакомство с SQL" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.0
4.0 5.0 4.0 4.0 3.0 13802563 "Введение в тест-дизайн. Классы эквивалентности и граничные значения" "Профессия инженер по тестированию 32.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.6666666666666666
5.0 5.0 5.0 5.0 5.0 17463664 "Урок 2. Обработка данных" "Марафон от Skypro: Выбери свою IT-профессию" "Аналитик данных" "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
4.0 3.0 5.0 5.0 5.0 16197052 "Отчетность и метрики тестирования" "Профессия инженер по тестированию 30.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 1.0
4.0 4.0 5.0 4.0 4.0 16177471 "Stream API и optional" "Профессия Java-разработчик 10.0" "2.1 Java Core" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 4.0 3.0 4.0 16660874 "Циклы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.75 0.6666666666666666
5.0 5.0 5.0 4.0 4.0 16121835 "Урок 7. JOIN (SQL)" "Профессия Аналитик данных 24.0" SQL "Профессия Аналитик данных" 1.0 0.3333333333333333
5.0 4.0 4.0 4.0 4.0 13889489 "Урок 13. Python для анализа АБ-тестов" "Профессия Аналитик данных 17.0" Python "Профессия Аналитик данных" 1.0 0.0
5.0 3.0 3.0   3313730 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 0.0 0.0
4.0 4.0 4.0 4.0 4.0 14787935 "Урок 16. Объектно-ориентированное программирование" "Профессия Аналитик данных 18.0" Python "Профессия Аналитик данных" 1.0 0.0
3.0 3.0 3.0 4.0 3.0 16386094 "Нефункциональные виды тестирования" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.25 0.25
4.0 4.0 4.0 4.0 4.0 16187627 "Техники тестирования документации" "Профессия инженер по тестированию 30.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.0
4.0 4.0 4.0  4.0 17065279 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.75 0.0
4.0 4.0 5.0 5.0 5.0 16759910 "Массивы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
5.0 5.0 4.0 4.0 5.0 16442262 "Урок 9.  Дашборд в Excel" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
5.0 4.0 4.0 4.0 4.0 16660962 "Условный оператор" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 3.0 13889489 "Урок 12. Подключение к API" "Профессия Аналитик данных 17.0" Python "Профессия Аналитик данных" 0.75 0.6666666666666666
3.0 4.0 1.0 3.0 4.0 15122212 "Урок 6. Выбор и настройка визуализаций" "Профессия Аналитик данных 19.0" Python "Профессия Аналитик данных" 0.5 2.0
4.0 5.0 5.0 4.0 4.0 16794215 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
4.0 4.0 4.0 4.0 4.0 16722583 "Условный оператор. Урок 2" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 3.0 3.0  14790664 "Инструменты тестирования" "Профессия инженер по тестированию 22.0 Профессия QA" "Тестирование API" "Профессия QA" 0.25 0.33333333333333337
4.0 3.0 5.0 4.0 3.0 16466742 "2. Стиль обучения и график обучения" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.5 0.9166666666666666
3.0 3.0 5.0 3.0 3.0 16522381 "Условный оператор. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.25 1.0
3.0     15608909 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Интернет-маркетолог" 0.0 
3.0     15608909 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Интернет-маркетолог" 0.0 
1.0  1.0 1.0 1.0 5285247 "Postman. Знакомство с инструментом" "Профессия инженер по тестированию 28.0 Профессия QA" "Тестирование API" "Профессия QA" 0.0 0.0
5.0 5.0 5.0 5.0 5.0 17463664 "Урок 1. Основы работы с Excel" "Марафон от Skypro: Выбери свою IT-профессию" "Аналитик данных" "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 15233619 "Урок 4. Функции и библиотеки" "Профессия Аналитик данных 20.0" Python "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16974331 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
5.0 5.0 5.0 4.0 5.0 15542531 "16.1 SQL Alchemy" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.25
3.0 3.0 4.0 4.0  15608909 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Интернет-маркетолог" 0.5 0.33333333333333337
4.0 4.0 4.0 4.0 4.0 16497596 "Условный оператор" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 3.0 4.0 4.0 16719451 "Тест-кейсы и системы управления тест-кейсами" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.25
4.0 4.0 5.0 3.0 4.0 15278909 "Урок 5. Работа с pandas" "Профессия Аналитик данных 20.0" Python "Профессия Аналитик данных" 0.75 0.6666666666666666
3.0 3.0 5.0 2.0 2.0 1631583 "12. Ретроспектива прогресса" "Профессия Python-разработчик 13.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.25 2.0
5.0 5.0 5.0  4.0 17065279 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.75 0.33333333333333337
5.0 4.0 5.0 4.0 1.0 16051073 "Урок 8.  Переход из Excel в Google Sheets" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 3.0
4.0 4.0 5.0 4.0 4.0 17015555 "3. Позитивные и негативные фокусы" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 17002305 "Условный оператор" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 3.0 5.0 4.0 1.0 16245824 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Директор по Маркетингу" 0.5 2.9166666666666665
4.0 5.0 5.0 4.0 5.0 14744791 "HTML и CSS" "Профессия инженер по тестированию 22.0 Профессия QA" "Инструменты тестировщика" "Профессия QA" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 16879434 "Тест-кейсы и системы управления тест-кейсами" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 16619288 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.25
4.0 5.0 3.0 2.0 5.0 16413826 "Урок 14. Статистика 2. Дискретные распределения" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 0.5 2.25
3.0 3.0 3.0 3.0 3.0 17065279 "Урок без имени" "Поток без имени" "Модуль без имени" "Финансовая грамотность" 0.0 0.0
4.0 4.0 3.0 4.0 3.0 14858956 "Урок 8. Подзапросы и WITH в SQL" "Профессия Аналитик данных 24.0" SQL "Профессия Аналитик данных" 0.5 0.3333333333333333
5.0 4.0 4.0 5.0 5.0 16627028 "Условный оператор. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.3333333333333333
5.0 5.0 5.0 4.0 5.0 17410259 "Установка инструментов разработчика" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16376150 "Вводный урок" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 15964920 "Введение в тестирование API" "Профессия инженер по тестированию 29.0 Профессия QA" "Тестирование API" "Профессия QA" 1.0 0.0
4.0 4.0 4.0 4.0 5.0 16129355 "Введение в тестирование API" "Профессия инженер по тестированию 29.0 Профессия QA" "Тестирование API" "Профессия QA" 1.0 0.25
4.0 3.0 3.0 3.0 5.0 16584706 Переменные "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.25 1.0
5.0 5.0 5.0 5.0 5.0 17463664 "Как учат в Skypro" "Марафон от Skypro: Выбери свою IT-профессию" Введение "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 13056757 "Создание API. Swagger-UI, Postman" "Профессия Java-разработчик 8.0" "Работа с кодом" "Профессия Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 17120966 "Основы функционального тестирования веб-приложений" "Марафон от Skypro: Выбери свою IT-профессию" "Инженер по тестированию" "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
2.0 2.0 1.0 2.0 1.0 14838033 "15.2 SQL возвращается" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.0 0.3333333333333333
2.0 2.0 1.0 3.0 2.0 14838033 "15.2 SQL возвращается" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.0 0.6666666666666666
4.0 4.0 1.0 3.0 2.0 15540234 "Урок 6. Выбор и настройка визуализаций" "Профессия Аналитик данных 21.0" Python "Профессия Аналитик данных" 0.25 1.6666666666666667
4.0 4.0 5.0 4.0 4.0 16763283 "Вводный урок" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 17294019 "Урок 1. Настройка на новый ритм" "Профессия Аналитик данных 29.0" "Soft Track" "Профессия Аналитик данных 4.0" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 17463664 "Как выбрать школу" "Марафон от Skypro: Выбери свою IT-профессию" Введение "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 168476 "Массивы. Часть 2" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 5.0 17463664 "Какая профессия вам подойдёт?" "Марафон от Skypro: Выбери свою IT-профессию" Введение "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
3.0 4.0 1.0 3.0 3.0 16426221 "Методы объектов. Трудоустройство в Skypro." "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.25 1.5833333333333333
4.0 3.0 4.0 4.0 4.0 15651479 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 0.75 0.25
5.0 5.0 5.0 4.0 5.0 16867670 "Тест-кейсы и системы управления тест-кейсами" "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 16440333 "1. Настройка ритма жизни" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16331071 "Массивы. Часть 2" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
4.0 4.0 5.0  2.0 17092629 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.5 2.333333333333333
4.0 4.0 3.0 4.0 4.0 16487928 "Введение в тест-дизайн. Классы эквивалентности и граничные значения" "Профессия инженер по тестированию 32.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.75 0.25
4.0 4.0 4.0 4.0 3.0 10814541 "Урок 14. Бизнес" "Профессия Аналитик данных 16.0" Python "Профессия Аналитик данных" 0.75 0.25
5.0 5.0 5.0 5.0 5.0 17463664 "Какие есть профессии" "Марафон от Skypro: Выбери свою IT-профессию" Введение "Марафон от Skypro: Выбери свою IT-профессию" 1.0 0.0
3.0 4.0 4.0 4.0 4.0 17409800 "Переменные. Часть 1" "Отборочный курс ""Java-разработчик"". Sprint 4.0" "Введение в программирование" "Отборочный курс на профессию “Java-разработчик”" 1.0 0.0
3.0 3.0 5.0   12611445 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 0.25 2.0
4.0 4.0 3.0 3.0 3.0 3440436 "20.2 Автоматичеcкое тестирование приложений на Flask" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.25 0.25
3.0 4.0 4.0 4.0 4.0 17144447 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 16878177 "Условный оператор. Урок 2" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
4.0 4.0 5.0 4.0 4.0 16763283 "Вводный урок" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
3.0 4.0 3.0 5.0 4.0 17348463 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.75 0.6666666666666666
4.0 4.0 4.0 4.0 5.0 16667672 "Урок 3. Агрегация данных" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.25
4.0 4.0 4.0 4.0 4.0 15061781 "Мобильные приложения и их разновидности" "Профессия инженер по тестированию 25.0 Профессия QA" "Тестирование мобильных приложений" "Профессия QA" 1.0 0.0
2.0 1.0 3.0 3.0  14679848 "CI/CD. Логирование" "Профессия инженер по тестированию 22.0 Профессия QA" "Инструменты тестировщика" "Профессия QA" 0.0 1.3333333333333333
4.0 4.0 5.0 4.0 4.0 16506731 Методы "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 3.0 3.0 3.0 16489913 "Методы объектов. Трудоустройство в Skypro." "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.25 0.25
2.0 2.0 3.0 2.0 2.0 13374330 "12. Ретроспектива прогресса" "Профессия Python-разработчик 13.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.0 0.25
4.0 4.0 4.0 4.0 4.0 5383861 "Переменные. Часть 2" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.0
3.0 3.0 3.0 3.0 3.0 15242795 "16.2 SQL Alchemy" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.0 0.0
4.0 4.0 5.0 4.0 4.0 16561994 "Условный оператор" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 5.0 5.0 4.0 5811293 "Настройка ритма жизни" "Профессия инженер по тестированию 33.0 Профессия QA" Soft-трек "Профессия QA" 1.0 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 16561994 "Условный оператор" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16752693 "Массивы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.0
5.0 5.0 5.0 5.0 4.0 17212979 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Полное погружение в маркетинг" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 16061618 "Урок без имени" "Поток без имени" "Модуль без имени" "Профессия Веб-дизайнер" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 16331071 "Массивы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 15902758 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 4738179 "20.1 Автоматичеcкое тестирование приложений на Flask" "Профессия Python-разработчик 10.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.0
4.0 5.0 5.0 4.0 4.0 17252974 "Урок 1. Настройка на новый ритм" "Профессия Аналитик данных 29.0" "Soft Track" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
1.0 1.0 1.0 1.0 1.0 16508455 "Stream API и optional" "Профессия Digital Sprint Java-разработчик 2.0" "Java Core" "Профессия Java разработчик" 0.0 0.0
5.0 5.0 5.0 5.0 4.0 16462693 "Коллекции: листы и сеты" "Профессия Digital Sprint Java-разработчик 2.0" "Java Core" "Профессия Java разработчик" 1.0 0.25
4.0 4.0 3.0 4.0 4.0 14414133 "Урок без имени" "Поток без имени" "Модуль без имени" "Полное погружение в маркетинг. Бонусная часть" 0.75 0.25
4.0 4.0 4.0 4.0 5.0 15684205 "16.1 SQL Alchemy" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.25
5.0 4.0 5.0 4.0 4.0 16710728 "Условный оператор" "Профессия Java-разработчик 13.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
3.0 3.0 5.0 3.0 3.0 17137080 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.25 1.0
5.0 5.0 3.0 4.0  15717675 "15.2 SQL возвращается" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.5 1.0
1.0     16400664 "Объекты и классы" "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.0 
5.0 5.0 5.0 4.0 4.0 17027450 "Условный оператор" "Профессия Digital Java-разработчик 3.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.3333333333333333
4.0 4.0 4.0 4.0 4.0 16399615 "Урок 8.  Переход из Excel в Google Sheets" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.0
5.0 5.0 3.0 3.0 3.0 15717675 "15.2 SQL возвращается" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.25 1.0
4.0 5.0 5.0 4.0 4.0 16841060 "Массивы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.3333333333333333
4.0 4.0 3.0 4.0 2.0 17198452 "Урок 1. Основы работы в Excel" "Профессия Аналитик данных 29.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.5 0.9166666666666666
5.0 5.0 5.0 5.0 5.0 15754040 "Урок 10. Искусство учиться" "Профессия Аналитик данных 23.0" Soft-track "Профессия Аналитик данных" 1.0 0.0
4.0 4.0 5.0 5.0 5.0 15754040 "Урок 9. Критическое мышление" "Профессия Аналитик данных 23.0" Soft-track "Профессия Аналитик данных" 1.0 0.25
4.0 3.0 3.0 4.0 4.0 6797083 "Урок 4. Основы Юнит-экономики в Excel" "Профессия Аналитик данных 28.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 0.5 0.3333333333333333
4.0 4.0 5.0 4.0 4.0 4439908 "Power BI 9.  Power BI Service. Автоматическое обновление и права доступа" "Профессия Аналитик данных 9.0" "Визуализация в PowerBI" "Профессия Аналитик данных 2.0" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 16278555 "Циклы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.25
5.0 5.0 5.0 4.0 5.0 15529549 "Урок 6. Выбор и настройка визуализаций" "Профессия Аналитик данных 21.0" Python "Профессия Аналитик данных" 1.0 0.25
5.0 5.0 3.0 3.0 4.0 6034708 "Основы HTML" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 0.5 0.9166666666666666
4.0 4.0 3.0   14852477 "23.2 Функциональное программирование" "Профессия Python-разработчик 9.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 0.25 0.5
2.0 3.0 1.0 1.0 3.0 16660758 "Циклы. Часть 2" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 0.0 1.3333333333333333
4.0 4.0 5.0 3.0 4.0 16480563 "Объекты и классы" "Профессия Digital Java-разработчик 2.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.75 0.6666666666666666
4.0 4.0 4.0 4.0 4.0 16660758 "Массивы. Часть 1" "Профессия Digital Sprint Java-разработчик 3.0" "1. Введение в профессию и синтаксис языка" "Профессия Sprint Java разработчик" 1.0 0.0
4.0 4.0 4.0 3.0 3.0 13441883 "Урок 12. Оконные функции в SQL" "Профессия Аналитик данных 23.0" SQL "Профессия Аналитик данных" 0.5 0.3333333333333333
3.0 3.0 3.0 2.0 1.0 15661270 "Инструменты тестирования" "Профессия инженер по тестированию 28.0 Профессия QA" "Тестирование API" "Профессия QA" 0.0 0.9166666666666666
3.0 3.0 4.0 4.0 4.0 17071516 "3. Позитивные и негативные фокусы" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.75 0.25
4.0 4.0 5.0  4.0 16993574 "Урок 1. Настройка на новый ритм" "Профессия Аналитик данных 29.0" "Soft Track" "Профессия Аналитик данных 4.0" 0.75 0.33333333333333337
5.0 5.0 4.0 4.0 4.0 11561822 "Урок 14. Статистика 2. Дискретные распределения" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 1.0 0.25
4.0 4.0 3.0 4.0 4.0 16471313 Методы "Профессия Java-разработчик 12.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 0.75 0.25
3.0 3.0 4.0 3.0 3.0 14279635 "2. Стиль обучения и график обучения" "Профессия Python-разработчик 16.0" "0. Soft track (надпрофессиональные навыки)" "Профессия Python разработчик" 0.25 0.25
5.0 5.0 4.0 4.0 4.0 16814876 Баг-репорты "Профессия инженер по тестированию 33.0 Профессия QA" "Основы тестирования" "Профессия QA" 1.0 0.25
5.0 5.0 5.0 4.0 4.0 15085405 "Урок 9.  Дашборд в Excel" "Профессия Аналитик данных 27.0" "Основы работы в Excel" "Профессия Аналитик данных 4.0" 1.0 0.3333333333333333
5.0 4.0 4.0 5.0 4.0 16408809 "Основы CSS" "Профессия Веб-разработчик 9.0" "1. Введение в профессию, вёрстка и дизайн" "Профессия Веб-разработчик" 1.0 0.25
4.0 4.0 5.0 4.0 4.0 16171497 "Коллекции: многообразие реализаций" "Профессия Java-разработчик 10.0" "2.1 Java Core" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 5.0 3.0 5.0 15717675 "15.1 SQL возвращается" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 0.75 1.0
5.0 5.0 5.0 5.0 5.0 16104341 "7.1 Погружение: коллекции и вложенность, JSON, requests" "Профессия Python-разработчик 13.0" "2. Основы программирования" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 14249702 "27.1 Знакомство с Django" "Профессия Python-разработчик 7.0" "6. Разработка API на Django" "Профессия Python разработчик" 1.0 0.0
4.0 4.0 4.0 4.0 4.0 15632452 "Нагрузочное тестирование" "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 1.0 0.0
5.0 5.0 5.0 4.0 5.0 16478275 "Массивы ч.2" "Профессия Java-разработчик 12.0" "Введение в профессию и синтаксис языка" "Профессия Java разработчик" 1.0 0.25
5.0 5.0 5.0 5.0 5.0 16286490 "Объектно-ориентированное программирование (ООП) - Введение, Object" "Профессия Digital Java-разработчик 1.0" "Java Core" "Профессия Java разработчик" 1.0 0.0
3.0 3.0 2.0 3.0  16421756 "Нефункциональные виды тестирования" "Профессия инженер по тестированию 31.0 Профессия QA" "Основы тестирования" "Профессия QA" 0.0 0.33333333333333337
4.0 4.0 4.0 4.0 4.0 16321816 "3 часть Курсового проекта" "Профессия Аналитик данных 26.0" Excel "Профессия Аналитик данных" 1.0 0.0
4.0 4.0 3.0 4.0 4.0 14441020 "26.2 Докер" "Профессия Python-разработчик 8.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 0.75 0.25
4.0 4.0 3.0 4.0 3.0 17074429 "Урок без имени" "Поток без имени" "Модуль без имени" "Excel для анализа данных" 0.5 0.3333333333333333
3.0 3.0 4.0 4.0 4.0 16321816 "Урок 4. Целеполагание и приоритеты" "Профессия Аналитик данных 26.0" Soft-track "Профессия Аналитик данных" 0.75 0.25
4.0 4.0 5.0 4.0  15709417 "Postman. Заглушки" "Профессия инженер по тестированию 27.0 Профессия QA" "Тестирование API" "Профессия QA" 0.75 0.33333333333333337
5.0 4.0 5.0 4.0  9579825 "Искусство учиться" "Профессия инженер по тестированию 30.0 Профессия QA" Soft-трек "Профессия QA" 0.75 0.33333333333333337
5.0 5.0 5.0 5.0 5.0 14928082 "14.1 Знакомство с SQL" "Профессия Python-разработчик 11.0" "4. Разработка API на Flask" "Профессия Python разработчик" 1.0 0.0
3.0 2.0 2.0 3.0 4.0 14751228 "23.2 Функциональное программирование" "Профессия Python-разработчик 8.0" "5. Погружение в Python, хостинг и деплой" "Профессия Python разработчик" 0.25 0.9166666666666666
5.0 4.0 4.0 4.0  9579825 "Критическое мышление" "Профессия инженер по тестированию 30.0 Профессия QA" Soft-трек "Профессия QA" 0.75 0.0
